Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.4013737468530546,0.44796155231002205,0.3559804332084196,0.37628766894340515,271468800,0.0,0.0
1999-01-25 00:00:00-05:00,0.406151762917375,0.4204865422785737,0.37628773950009103,0.41570860147476196,51048000,0.0,0.0
1999-01-26 00:00:00-05:00,0.42048661626831285,0.42884896426084834,0.3774822706175786,0.38345563411712646,34320000,0.0,0.0
1999-01-27 00:00:00-05:00,0.3846501141112928,0.3942069540459065,0.3631474771666003,0.38226115703582764,24436800,0.0,0.0
1999-01-28 00:00:00-05:00,0.3822611423146511,0.3846500992981156,0.37867673621887726,0.3810666501522064,22752000,0.0,0.0
1999-01-29 00:00:00-05:00,0.3810666232795246,0.3822611153577341,0.36314743757247925,0.36314743757247925,24403200,0.0,0.0
1999-02-01 00:00:00-05:00,0.3631473705195577,0.3727042076475741,0.3631473705195577,0.37031522393226624,15470400,0.0,0.0
1999-02-02 00:00:00-05:00,0.36314735831532075,0.372704195122162,0.33089435673326956,0.34164565801620483,26409600,0.0,0.0
1999-02-03 00:00:00-05:00,0.33686768788498767,0.35359144675607285,0.3344777748560673,0.3488125503063202,7512000,0.0,0.0
1999-02-04 00:00:00-05:00,0.3535915497486879,0.3774822111582095,0.3488126519069586,0.36792632937431335,18192000,0.0,0.0
1999-02-05 00:00:00-05:00,0.37389874207743207,0.3822610882999334,0.3643419038612717,0.3786766827106476,13684800,0.0,0.0
1999-02-08 00:00:00-05:00,0.38106649282610255,0.38226098449539253,0.36553722620010376,0.36553722620010376,15408000,0.0,0.0
1999-02-09 00:00:00-05:00,0.3727043143312615,0.37509329873039743,0.34642373608953114,0.3512026071548462,8697600,0.0,0.0
1999-02-10 00:00:00-05:00,0.3512025107111071,0.36075841834207684,0.34164567347192376,0.34761813282966614,14822400,0.0,0.0
1999-02-11 00:00:00-05:00,0.34881259172030576,0.39181692317690303,0.34881259172030576,0.377482146024704,13224000,0.0,0.0
1999-02-12 00:00:00-05:00,0.3822610843290989,0.401373803613152,0.3822610843290989,0.39898481965065,10972800,0.0,0.0
1999-02-16 00:00:00-05:00,0.40615174419918226,0.4228764364705537,0.3607584514764182,0.40137380361557007,21100800,0.0,0.0
1999-02-17 00:00:00-05:00,0.39181704048672267,0.39659593893466616,0.37270431754465655,0.3798721730709076,6772800,0.0,0.0
1999-02-18 00:00:00-05:00,0.3918169914376586,0.3965958892873624,0.3750932550088634,0.38584455847740173,7070400,0.0,0.0
1999-02-19 00:00:00-05:00,0.3822610843290989,0.40615174419673544,0.377482186795796,0.39898481965065,7536000,0.0,0.0
1999-02-22 00:00:00-05:00,0.40615174419918226,0.410930641732514,0.3798721003688854,0.40137380361557007,20524800,0.0,0.0
